,folio_btc_eth_xrp
2013-05-16,192.3548469
2013-05-17,192.341847761
2013-05-20,192.32625862
2013-05-21,192.363775074
2013-05-22,192.483104676
2013-05-23,192.838804422
2013-05-24,192.774857473
2013-05-27,192.593046099
2013-05-28,192.803039585
2013-05-29,192.562989881
2013-05-30,192.561543573
2013-05-31,192.596671141
2013-06-03,191.933367508
2013-06-04,191.976624341
2013-06-05,191.6966301
2013-06-06,190.922621334
2013-06-07,190.629361866
2013-06-10,190.727654203
2013-06-11,190.706367146
2013-06-12,190.236825161
2013-06-13,189.812796381
2013-06-14,189.79157116
2013-06-17,190.490036148
2013-06-18,190.614266258
2013-06-19,190.943450215
2013-06-20,190.093700737
2013-06-21,189.236321009
2013-06-24,185.90352574
2013-06-25,186.267407123
2013-06-26,184.868850825
2013-06-27,180.816668493
2013-06-28,180.907224852
2013-07-01,179.116477316
2013-07-02,175.183441071
2013-07-03,175.588709971
2013-07-04,170.348485805
2013-07-05,170.647624703
2013-07-08,173.783483241
2013-07-09,184.064878937
2013-07-10,185.211725423
2013-07-11,191.223819071
2013-07-12,196.761121416
2013-07-15,195.086311424
2013-07-16,197.025649745
2013-07-17,185.05429019
2013-07-18,187.580578972
2013-07-19,184.478417184
2013-07-22,192.224723502
2013-07-23,191.518475774
2013-07-24,194.271316207
2013-07-25,192.781417017
2013-07-26,190.239306116
2013-07-29,211.710418146
2013-07-30,208.63802949
2013-07-31,204.930325607
2013-08-01,205.76779882
2013-08-02,206.531964932
2013-08-05,209.346573283
2013-08-06,208.315968986
2013-08-07,202.958168616
2013-08-08,202.516215292
2013-08-09,202.85018657
2013-08-12,214.545722289
2013-08-13,220.340022924
2013-08-14,215.309160548
2013-08-15,213.35162655
2013-08-16,220.711958298
2013-08-19,237.253114711
2013-08-20,241.363947852
2013-08-21,238.819147782
2013-08-22,231.987358043
2013-08-23,234.121062271
2013-08-26,257.004624922
2013-08-27,252.052067822
2013-08-28,253.109151841
2013-08-29,270.198415816
2013-08-30,276.012293748
2013-09-02,281.884895742
2013-09-03,259.392820315
2013-09-04,254.870920695
2013-09-05,238.46835182
2013-09-06,250.529624891
2013-09-09,257.462792588
2013-09-10,275.866880944
2013-09-11,270.528148428
2013-09-12,273.071322581
2013-09-13,265.402967154
2013-09-16,270.139853676
2013-09-17,272.585983261
2013-09-18,262.180306306
