year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
2010,,,,,,,,-0.09026363392347192,-0.05883493458990996,2.0429728204100135,0.025394827075380766,0.015808037258806307,1.7138272209813556
2011,0.44092085943767256,0.6866545782550195,-0.04574366665506391,2.5213155489724346,1.0156722182238171,0.5231973816294844,-0.003566088607609208,-0.12813010137698644,-0.21055816873437438,0.0026915385175962925,-0.19050125073290258,0.36184255713370184,18.008293104988066
2012,0.283174544958972,-0.07107973938701584,-0.022719117612444495,-0.01010905913997362,0.03227788139306931,0.26944971536972484,0.4275037369202994,0.11865525494320184,0.04878707153678574,-0.06286062712769425,0.12863299408045048,0.07478122513914465,1.8768743394517804
2013,0.5107327905249262,0.6354728564421457,1.7112042327354708,1.063110876706193,0.002551306504745998,-0.06069391656762002,0.13279237893760776,0.3468591968040067,-0.013187317418027145,0.4671632035387856,3.165658274717946,-0.15284394336836782,100.45238590329271
2014,-0.0008897776210752273,0.5329522490115186,-0.1543158475216556,-0.043010930875893805,0.32633052336521096,0.02433474487909071,-0.07073998609539744,-0.1629367436633561,-0.13020794359616572,-0.06973651132144776,-0.014391222178861685,-0.09432840510331952,-0.05388676398166525
2015,0.0016092780696608244,0.05179460994365681,-0.03168789180514797,-0.057673558353039334,-0.0150835597484823,0.07079233620884828,0.08869655478402305,-0.17460470851135612,0.0018037386006557465,0.3571377067614232,0.05828087698471518,0.1113010384640134,0.45666179694283904
2016,0.6431760149515775,0.6241645649849301,0.2398106979256176,-0.1586900170887523,0.20034164147476052,0.04915115855678853,-0.04743871640211961,-0.07766494401058588,0.013076606410422187,-0.013957260470678357,-0.05598577124426918,0.16244064149856308,2.3762723383217086
2017,0.04759364966340862,0.3314597272547344,1.9624804479168376,0.7401098160865549,2.1911856112413126,0.05780428083244993,-0.05073385472833192,0.5098324034605335,-0.25867418339242254,0.22104042075613917,0.41376801662637397,2.08817446802949,136.4821474874096
2018,0.05125833442531147,-0.048857356208876435,-0.11903510863465872,0.18561252572678977,-0.16710517882522458,,,,,,,,-0.13014543507159115
